id,food category,scientific name,family,popular name,occurrence by region,conservation status,origin,commercial cultivation,availability of nutritional composition data,number of recipes (POF/IBGE),number of recipes - other sources
334,plant,Manihot esculenta,euphorbiaceae,mandioca,"AC, AM, AP, PA, RO, AL, BA, CE, MA, PE, PI, DF, GO, MT, MG, SP",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",11,6804
335,plant,Hancornia speciosa,apocynaceae,mangaba,"AM, AP, PA, RO, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR",Not Evaluated (NE),Native,No,"Yes, at the species level",1,7
336,plant,Xanthosoma riedelianum (Schott) Schott,Araceae,mangarito,"MG, RJ, SP",Extinct (EX),Native,Yes ,"Yes, at the genus level",0,0
337,plant,Pourouma cecropiifolia Mart.,Urticaceae,"mapati, embaúba","AC, AM",Not Evaluated (NE),Native,No,Does not exist,0,0
338,plant,Passiflora actinia Hook.,Passifloraceae,"maracujá-amarelo, maracujá-de-morcego, maracujá-do-mato","RJ, SP, PR, RS, SC",Least Concern (LC),Native,Yes ,"Yes, at the species level",2,29
339,plant,Passiflora alata Curtis,Passifloraceae,"maracujá-doce, maracujá-açú","AC, AM, PA, AL, BA, CE, PB, PE, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",2,21
340,plant,Passiflora cincinnata Mast.,Passifloraceae,"maracujá-do-mato, maracujá-mi, maracujá-mochila","PA, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, MG, SP",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",2,8
341,plant,Passiflora edulis Sims,Passifloraceae,maracujá,"AC, AM, AP, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,Yes ,"Yes, at the species level",2,31
342,plant,Passiflora setacea DC.,Passifloraceae,"maracujá-sururuca, sururuca","AL, BA, DF, GO, MT, ES, MG, RJ",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",2,6
343,plant,Passiflora nitida Kunth,Passifloraceae,maracujá-de-cheiro,"AC, AM, PA, RO, RR, TO, BA, MA, DF, GO, MT",Not Evaluated (NE),Native,No,"Yes, at the genus level",2,20
344,plant,Melothria pendula L.,Cucurbitaceae,mini-pepininho,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
345,plant,Byrsonima crassifolia (L.) Kunth,Malpighiaceae,murici,"AM, AP, PA, RO, RR, TO, BA, CE, MA, PB, PE, PI, RN, DF, GO, MS, MT, ES, MG, SP",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,4
346,plant,Byrsonima verbascifolia (L.) DC.,Malpighiaceae,murici,"AC, AM, PA, RO, TO, AL, BA, MA, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, SP, PR, AM, CE, PB",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,4
347,plant,Pereskia aculeata Mill.,Cactaceae,"ora-pro-nobis, azedinha, espinho-preto, surucucú, cipó-santo, lobolôbô, espinho-de-santo-antônio","AL, BA, CE, MA, PE, SE, GO, ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,27
348,plant,Couepia bracteosa Benth.,Chrysobalanaceae,"pajurá, pajurá-da-mata, pajurá-da-anta, pajurá-bravo, pajurá-verdadeiro, umarirana, marirana, pajura","AM, AP, PA, RO",Not Evaluated (NE),Native,No,Does not exist,0,0
349,plant,Oenocarpus bataua Mart.,Arecaceae,"patauá, patoá","AC, AM, PA, RO",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
350,plant,Peperomia pellucida (L.) Kunth,Piperaceae,"peperomia, erva-de-jaboti","AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, SE, GO, MS, MT, ES, MG, RJ, SP, PR, SC",Least Concern (LC),Native,No,Does not exist,0,0
351,plant,Caryocar brasiliense Cambess.,Caryocaraceae,pequi,"PA, TO, BA, MA, PI, DF, GO, MS, MT, MG, SP, PR",Least Concern (LC),Native,No,"Yes, at the species level",5,37
352,plant,Caryocar coriaceum Wittm.,Caryocaraceae,pequi,"TO, BA, CE, MA, PE, PI, GO",Not Evaluated (NE),Native,No,"Yes, at the species level",5,37
353,plant,Eugenia klotzschiana O. Berg,Myrtaceae,"pera-do-cerrado, cabacinha","DF, GO, MS, MG, SP",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
354,plant,Eugenia uniflora L.,Myrtaceae,pitanga,"AL, BA, SE, MS, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,11
355,plant,Bactris gasipaes Kunth,Arecaceae,pupunha,"AC, AM, PA, RO, MT",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,74
356,plant,Licaria puchury-major (Mart.) Kosterm.,Lauraceae,"puxuri, puchuri","AM, PA",Not Evaluated (NE),Native,No,Does not exist,0,0
357,plant,Matisia cordata Humb. & Bonpl.,Malvaceae,"sapota, sapota-do-peru, sapota-dos-solimões","AM, PA, RO, AC",Not Evaluated (NE),Native,No,Does not exist,0,0
358,plant,Campomanesia guazumifolia (Cambess.) O.Berg,Myrtaceae,sete-capotes,"BA, MS, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the genus level",0,0
359,plant,Couma utilis (Mart.) Müll.Arg.,Apocynaceae,"sorva, sorvarana","AC, AM, AP, PA, RO, RR",Not Evaluated (NE),Native,No,Does not exist,0,0
360,plant,Xanthosoma taioba E.G. Gonç.,Araceae,taioba,"CE, PE, ES, MG, PR, SC, RJ",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,16
361,plant,Astrocaryum aculeatum G. Mey.,Arecaceae,tucumã,"AC, AM, PA, RO, RR, MT",Not Evaluated (NE),Native,No,"Yes, at the species level",1,6
362,plant,Astrocaryum vulgare Mart.,Arecaceae,tucumã,"AM, PA, TO, MA, GO",Not Evaluated (NE),Native,No,Does not exist,1,6
363,plant,Poraqueiba sericea Tul.,Metteniusaceae,"umari-amarillo, mary-negro","AC, AM, AP, PA",Not Evaluated (NE),Native,No,Does not exist,0,0
364,plant,Spondias tuberosa Arruda,Anacardiaceae,"umbu, imbuzeiro, tapereba, caja-do-sertão, umbuzeiro, imbu-verdadeiro, imburana-de-cambão, imbuzeiro","AL, BA, CE, MA, PB, PE, PI, RN, SE, ES, MG",Not Evaluated (NE),Native,No,"Yes, at the species level",0,14
365,plant,"Spondias bahiensis P. Carvalho, Van den Berg & M. Machado",Anacardiaceae,umbu-cajá,"AL, BA, PE, SE",Endangered (EN),Native,No,"Yes, at the species level",0,1
366,plant,Urera caracasana (Jacq.) Griseb.,Urticaceae,"urtiga, urtiga-cipó, urtiga-branca","AC, AM, PA, RO, RR, TO, AL, BA, CE, MA, PE, PI, SE, GO, MS, MT, ES, MG, RJ, SP, PR, SC",Not Evaluated (NE),Native,No,Does not exist,0,0
367,plant,Bixa orellana L.,Bixaceae,"urucum, colorau","AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,Does not exist,0,10
368,plant,Eugenia pyriformis Cambess.,Myrtaceae,uvaia,"GO, MS, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
369,plant,Endopleura uchi (Huber) Cuatrec.,Humiriaceae,uxi,"AC, AM, AP, PA, RO, TO",Not Evaluated (NE),Native,No,Does not exist,0,0
